Iteration	Posterior	Likelihood	Prior	alpha	beta	d[1]	d[2]	d[3]	d[4]	d[5]	d[6]	mean	var
8090	-20.7105	-15.6033	-5.10724	117.9776	3.55882	31.9935	34.5389	38.4753	35.088	36.985	29.6608	33.15078	9.315105
8100	-21.7661	-16.0426	-5.72342	87.91413	2.691321	31.9935	34.5389	38.4753	35.088	36.985	29.6608	32.66579	12.13746
8110	-22.2993	-15.3615	-6.93779	85.42554	2.443556	31.9935	34.5389	38.4753	35.088	36.985	29.6608	34.95952	14.30682
8120	-21.1301	-15.7874	-5.34263	97.82618	2.970352	31.9935	34.5389	38.4753	35.088	36.985	29.6608	32.9342	11.08764
8130	-21.3336	-15.1823	-6.15133	175.6506	5.126242	31.9935	34.5389	38.4753	35.088	36.985	29.6608	34.26498	6.684231
8140	-20.3619	-15.2064	-5.15546	140.0424	3.98577	31.9935	34.5389	38.4753	35.088	36.985	29.6608	35.13558	8.815255
8150	-20.8592	-15.7554	-5.10384	113.8499	3.452978	31.9935	34.5389	38.4753	35.088	36.985	29.6608	32.97151	9.548719
8160	-21.1784	-16.0147	-5.16369	103.9863	3.181125	31.9935	34.5389	38.4753	35.088	36.985	29.6608	32.68853	10.27578
8170	-22.1396	-15.5214	-6.61822	81.65429	2.431244	31.9935	34.5389	38.4753	35.088	36.985	29.6608	33.5854	13.81408
8180	-20.2115	-15.1069	-5.10458	120.9292	3.549727	31.9935	34.5389	38.4753	35.088	36.985	29.6608	34.0672	9.597131
8190	-20.6001	-15.2219	-5.3782	102.5951	3.025519	31.9935	34.5389	38.4753	35.088	36.985	29.6608	33.90991	11.20797
8200	-21.3301	-16.1852	-5.14492	130.5491	3.588052	31.9935	34.5389	38.4753	35.088	36.985	29.6608	36.3844	10.14043
8210	-20.8448	-15.1084	-5.73645	163.2539	4.743889	31.9935	34.5389	38.4753	35.088	36.985	29.6608	34.41352	7.254285
8220	-22.9964	-17.8562	-5.14028	155.5813	4.175913	31.9935	34.5389	38.4753	35.088	36.985	29.6608	37.25684	8.921843
8230	-21.3198	-15.5843	-5.73545	153.1217	4.593806	31.9935	34.5389	38.4753	35.088	36.985	29.6608	33.33221	7.255903
8240	-20.7661	-15.1037	-5.66239	161.6445	4.680597	31.9935	34.5389	38.4753	35.088	36.985	29.6608	34.53503	7.378339
8250	-21.6356	-15.8255	-5.81013	105.8643	2.930002	31.9935	34.5389	38.4753	35.088	36.985	29.6608	36.13114	12.33144
8260	-21.2292	-15.3821	-5.84705	101.0913	2.853998	31.9935	34.5389	38.4753	35.088	36.985	29.6608	35.42093	12.41099
8270	-22.9732	-15.4461	-7.52705	81.38836	2.318727	31.9935	34.5389	38.4753	35.088	36.985	29.6608	35.10045	15.13782
8280	-22.0997	-16.9417	-5.15802	133.3161	3.608682	31.9935	34.5389	38.4753	35.088	36.985	29.6608	36.94315	10.2373
8290	-20.4823	-15.1181	-5.36415	107.0714	3.097268	31.9935	34.5389	38.4753	35.088	36.985	29.6608	34.56963	11.16133
8300	-20.2923	-15.1316	-5.16061	131.2439	3.865629	31.9935	34.5389	38.4753	35.088	36.985	29.6608	33.95151	8.782918
8310	-21.2364	-15.975	-5.26133	155.7073	4.32402	31.9935	34.5389	38.4753	35.088	36.985	29.6608	36.00984	8.327861
8320	-20.4297	-15.2608	-5.16892	129.726	3.853988	31.9935	34.5389	38.4753	35.088	36.985	29.6608	33.66019	8.733861
8330	-20.6396	-15.1433	-5.49627	102.525	2.977499	31.9935	34.5389	38.4753	35.088	36.985	29.6608	34.43325	11.56449
8340	-21.0695	-15.4761	-5.5934	148.9416	4.455449	31.9935	34.5389	38.4753	35.088	36.985	29.6608	33.42909	7.502968
8350	-25.2759	-18.4566	-6.81923	103.7019	2.709258	31.9935	34.5389	38.4753	35.088	36.985	29.6608	38.27686	14.12817
8360	-23.4198	-18.258	-5.16174	159.5351	4.263634	31.9935	34.5389	38.4753	35.088	36.985	29.6608	37.41764	8.775998
8370	-23.6066	-16.0017	-7.60491	71.02356	2.158658	31.9935	34.5389	38.4753	35.088	36.985	29.6608	32.90172	15.24175
8380	-21.6596	-15.3279	-6.33166	177.0738	5.227108	31.9935	34.5389	38.4753	35.088	36.985	29.6608	33.87606	6.480841
8390	-20.3665	-15.1277	-5.2388	113.7703	3.264019	31.9935	34.5389	38.4753	35.088	36.985	29.6608	34.8559	10.67883
8400	-20.2436	-15.1381	-5.10547	130.7173	3.735653	31.9935	34.5389	38.4753	35.088	36.985	29.6608	34.99183	9.36699
8410	-20.214	-15.1035	-5.11057	131.5925	3.772798	31.9935	34.5389	38.4753	35.088	36.985	29.6608	34.87928	9.244938
8420	-21.4443	-15.4006	-6.04373	166.136	4.936941	31.9935	34.5389	38.4753	35.088	36.985	29.6608	33.65161	6.816288
8430	-20.3168	-15.1471	-5.16969	140.2615	4.00844	31.9935	34.5389	38.4753	35.088	36.985	29.6608	34.99155	8.729469
8440	-21.2049	-15.2336	-5.97135	92.71602	2.70541	31.9935	34.5389	38.4753	35.088	36.985	29.6608	34.2706	12.66743
8450	-21.9791	-15.8881	-6.09097	162.2345	4.899911	31.9935	34.5389	38.4753	35.088	36.985	29.6608	33.1097	6.757204
8460	-20.5058	-15.3153	-5.19048	130.7236	3.894202	31.9935	34.5389	38.4753	35.088	36.985	29.6608	33.56877	8.620193
8470	-21.1564	-15.2605	-5.89587	92.76119	2.722642	31.9935	34.5389	38.4753	35.088	36.985	29.6608	34.07028	12.51368
8480	-20.3434	-15.1592	-5.18416	117.8727	3.366273	31.9935	34.5389	38.4753	35.088	36.985	29.6608	35.0158	10.40195
8490	-20.5266	-15.1086	-5.41803	153.4218	4.413898	31.9935	34.5389	38.4753	35.088	36.985	29.6608	34.75879	7.874851
8500	-22.5918	-17.3291	-5.26271	122.1116	3.830356	31.9935	34.5389	38.4753	35.088	36.985	29.6608	31.87996	8.322975
8510	-21.1887	-15.1748	-6.01392	170.3337	4.984962	31.9935	34.5389	38.4753	35.088	36.985	29.6608	34.16951	6.854518
8520	-23.2078	-17.3173	-5.89042	112.0083	2.993155	31.9935	34.5389	38.4753	35.088	36.985	29.6608	37.42148	12.50235
8530	-23.7935	-18.3759	-5.41755	84.43545	2.729517	31.9935	34.5389	38.4753	35.088	36.985	29.6608	30.93421	11.33322
8540	-20.9646	-15.5559	-5.40863	113.1916	3.164192	31.9935	34.5389	38.4753	35.088	36.985	29.6608	35.77268	11.30547
8550	-20.5947	-15.1469	-5.44781	155.7959	4.467909	31.9935	34.5389	38.4753	35.088	36.985	29.6608	34.86998	7.804542
8560	-20.2579	-15.0596	-5.19831	139.8323	4.03637	31.9935	34.5389	38.4753	35.088	36.985	29.6608	34.64309	8.582734
8570	-20.5712	-15.2686	-5.30266	138.4303	4.11116	31.9935	34.5389	38.4753	35.088	36.985	29.6608	33.67184	8.19035
8580	-20.6059	-15.4912	-5.11472	138.1649	3.879817	31.9935	34.5389	38.4753	35.088	36.985	29.6608	35.6112	9.178575
8590	-20.7533	-15.6497	-5.10363	135.3409	3.778164	31.9935	34.5389	38.4753	35.088	36.985	29.6608	35.82187	9.481289
8600	-20.5561	-15.1477	-5.40841	103.7043	3.028777	31.9935	34.5389	38.4753	35.088	36.985	29.6608	34.23965	11.30478
8610	-20.1995	-15.0658	-5.1337	130.404	3.811742	31.9935	34.5389	38.4753	35.088	36.985	29.6608	34.21114	8.975199
8620	-22.5038	-15.9531	-6.55079	202.2547	5.685018	31.9935	34.5389	38.4753	35.088	36.985	29.6608	35.57679	6.257991
8630	-20.8953	-15.6983	-5.19699	123.2974	3.431105	31.9935	34.5389	38.4753	35.088	36.985	29.6608	35.93518	10.47336
8640	-21.389	-15.1843	-6.2047	178.3426	5.189642	31.9935	34.5389	38.4753	35.088	36.985	29.6608	34.36512	6.621867
8650	-20.8035	-15.3819	-5.42155	111.012	3.128042	31.9935	34.5389	38.4753	35.088	36.985	29.6608	35.48929	11.34553
8660	-20.2404	-15.1277	-5.11274	125.317	3.689059	31.9935	34.5389	38.4753	35.088	36.985	29.6608	33.96992	9.208288
8670	-21.0735	-15.9182	-5.15531	105.1988	3.208611	31.9935	34.5389	38.4753	35.088	36.985	29.6608	32.7864	10.21825
8680	-20.953	-15.1874	-5.76563	98.34862	2.835395	31.9935	34.5389	38.4753	35.088	36.985	29.6608	34.68604	12.23323
8690	-22.6586	-15.9428	-6.71581	77.39256	2.353833	31.9935	34.5389	38.4753	35.088	36.985	29.6608	32.87938	13.96844
8700	-20.2247	-15.1172	-5.10746	119.53	3.511651	31.9935	34.5389	38.4753	35.088	36.985	29.6608	34.03813	9.692911
8710	-22.0092	-16.7621	-5.24706	126.8986	3.441259	31.9935	34.5389	38.4753	35.088	36.985	29.6608	36.87564	10.71574
8720	-22.1453	-15.343	-6.80232	83.30684	2.430498	31.9935	34.5389	38.4753	35.088	36.985	29.6608	34.27563	14.10231
8730	-20.8948	-15.6884	-5.20639	103.7648	3.140219	31.9935	34.5389	38.4753	35.088	36.985	29.6608	33.04381	10.52277
8740	-20.4349	-15.1267	-5.30821	107.0025	3.12412	31.9935	34.5389	38.4753	35.088	36.985	29.6608	34.25045	10.96323
8750	-20.5003	-15.2768	-5.22344	107.0329	3.176549	31.9935	34.5389	38.4753	35.088	36.985	29.6608	33.6947	10.60733
8760	-20.1586	-15.0473	-5.11127	128.9004	3.736529	31.9935	34.5389	38.4753	35.088	36.985	29.6608	34.49737	9.232466
8770	-21.7688	-15.8939	-5.87488	86.55052	2.634535	31.9935	34.5389	38.4753	35.088	36.985	29.6608	32.85229	12.46986
8780	-20.5755	-15.3914	-5.18409	121.2955	3.41487	31.9935	34.5389	38.4753	35.088	36.985	29.6608	35.5198	10.40151
8790	-21.0513	-15.5378	-5.51347	164.4034	4.632495	31.9935	34.5389	38.4753	35.088	36.985	29.6608	35.48918	7.660921
8800	-21.6017	-16.0285	-5.57316	112.2062	3.087409	31.9935	34.5389	38.4753	35.088	36.985	29.6608	36.34317	11.77141
8810	-20.2286	-15.1246	-5.10401	127.7211	3.654523	31.9935	34.5389	38.4753	35.088	36.985	29.6608	34.94879	9.56316
8820	-20.3759	-15.076	-5.29994	142.601	4.170455	31.9935	34.5389	38.4753	35.088	36.985	29.6608	34.19315	8.198902
8830	-22.271	-15.8972	-6.37375	80.72963	2.453649	31.9935	34.5389	38.4753	35.088	36.985	29.6608	32.90187	13.40936
8840	-22.1657	-16.5155	-5.65017	113.1518	3.075282	31.9935	34.5389	38.4753	35.088	36.985	29.6608	36.79397	11.96442
8850	-20.6066	-15.1535	-5.45313	105.8802	3.042169	31.9935	34.5389	38.4753	35.088	36.985	29.6608	34.80419	11.44058
8860	-20.2183	-15.1127	-5.1056	130.181	3.728881	31.9935	34.5389	38.4753	35.088	36.985	29.6608	34.91155	9.362473
8870	-22.2999	-15.7101	-6.58975	80.12419	2.412355	31.9935	34.5389	38.4753	35.088	36.985	29.6608	33.21409	13.76832
8880	-21.2287	-15.6731	-5.55565	93.46679	2.823319	31.9935	34.5389	38.4753	35.088	36.985	29.6608	33.10528	11.72566
8890	-20.4101	-15.1093	-5.30075	109.6816	3.167062	31.9935	34.5389	38.4753	35.088	36.985	29.6608	34.63198	10.93505
8900	-21.4506	-15.7508	-5.69988	90.22781	2.732661	31.9935	34.5389	38.4753	35.088	36.985	29.6608	33.0183	12.08284
8910	-22.8984	-15.5553	-7.34304	84.82503	2.387013	31.9935	34.5389	38.4753	35.088	36.985	29.6608	35.53606	14.88725
8920	-20.4089	-15.0795	-5.32939	144.1263	4.215704	31.9935	34.5389	38.4753	35.088	36.985	29.6608	34.18795	8.109665
8930	-20.4753	-15.2236	-5.25166	115.2568	3.276533	31.9935	34.5389	38.4753	35.088	36.985	29.6608	35.17646	10.73588
8940	-22.2579	-17.1087	-5.14916	153.3484	4.160946	31.9935	34.5389	38.4753	35.088	36.985	29.6608	36.85421	8.857169
8950	-20.6394	-15.5313	-5.10816	118.8991	3.576904	31.9935	34.5389	38.4753	35.088	36.985	29.6608	33.24078	9.29317
8960	-20.2688	-15.088	-5.18076	113.5338	3.306892	31.9935	34.5389	38.4753	35.088	36.985	29.6608	34.33248	10.3821
8970	-20.3766	-15.0936	-5.28302	146.5008	4.213084	31.9935	34.5389	38.4753	35.088	36.985	29.6608	34.77283	8.253534
8980	-20.6395	-15.195	-5.44454	107.3923	3.067231	31.9935	34.5389	38.4753	35.088	36.985	29.6608	35.01279	11.41511
8990	-20.7518	-15.6297	-5.12211	140.7885	3.936216	31.9935	34.5389	38.4753	35.088	36.985	29.6608	35.76747	9.086764
9000	-21.9167	-15.8502	-6.06651	186.9939	5.248757	31.9935	34.5389	38.4753	35.088	36.985	29.6608	35.62632	6.787573
9010	-20.2901	-15.1132	-5.17685	112.6289	3.297387	31.9935	34.5389	38.4753	35.088	36.985	29.6608	34.15703	10.35882
9020	-23.301	-16.1955	-7.10553	91.92497	2.513336	31.9935	34.5389	38.4753	35.088	36.985	29.6608	36.57489	14.55233
9030	-20.361	-15.0592	-5.30183	145.7412	4.217657	31.9935	34.5389	38.4753	35.088	36.985	29.6608	34.55501	8.19294
9040	-20.1555	-15.0517	-5.10375	126.0002	3.649227	31.9935	34.5389	38.4753	35.088	36.985	29.6608	34.52792	9.461708
9050	-23.7755	-16.612	-7.16351	93.56394	2.528437	31.9935	34.5389	38.4753	35.088	36.985	29.6608	37.00465	14.63539
9060	-21.6661	-15.5052	-6.16084	97.4122	2.734123	31.9935	34.5389	38.4753	35.088	36.985	29.6608	35.62832	13.03099
9070	-20.3142	-15.1766	-5.13761	137.5912	3.922458	31.9935	34.5389	38.4753	35.088	36.985	29.6608	35.07781	8.942812
9080	-20.8727	-15.4996	-5.37312	99.26876	2.978292	31.9935	34.5389	38.4753	35.088	36.985	29.6608	33.33077	11.19124
9090	-22.1431	-15.9267	-6.21636	100.1039	2.76092	31.9935	34.5389	38.4753	35.088	36.985	29.6608	36.25745	13.13238
9100	-20.5301	-15.3799	-5.15017	126.5002	3.780658	31.9935	34.5389	38.4753	35.088	36.985	29.6608	33.45983	8.850265
9110	-20.8807	-15.1847	-5.696	97.60332	2.843224	31.9935	34.5389	38.4753	35.088	36.985	29.6608	34.3284	12.07376
9120	-22.0206	-15.3982	-6.62243	89.98524	2.551636	31.9935	34.5389	38.4753	35.088	36.985	29.6608	35.2657	13.82082
9130	-21.2288	-16.0352	-5.1936	102.0586	3.12438	31.9935	34.5389	38.4753	35.088	36.985	29.6608	32.66524	10.45495
9140	-20.4046	-15.0641	-5.34046	147.8901	4.278809	31.9935	34.5389	38.4753	35.088	36.985	29.6608	34.56338	8.077804
9150	-20.3808	-15.1394	-5.24143	108.8131	3.190342	31.9935	34.5389	38.4753	35.088	36.985	29.6608	34.10705	10.69072
9160	-20.7861	-15.4888	-5.29731	101.7237	3.051842	31.9935	34.5389	38.4753	35.088	36.985	29.6608	33.33189	10.9219
9170	-22.0634	-16.9497	-5.11365	111.4542	3.481693	31.9935	34.5389	38.4753	35.088	36.985	29.6608	32.0115	9.194232
9180	-21.8185	-15.8972	-5.92132	104.394	2.88228	31.9935	34.5389	38.4753	35.088	36.985	29.6608	36.21924	12.56617
9190	-21.7414	-15.368	-6.37342	92.65503	2.628691	31.9935	34.5389	38.4753	35.088	36.985	29.6608	35.24759	13.4088
9200	-20.646	-15.1419	-5.50408	102.88	2.979846	31.9935	34.5389	38.4753	35.088	36.985	29.6608	34.52528	11.58626
9210	-21.2164	-15.5391	-5.67725	151.4586	4.538615	31.9935	34.5389	38.4753	35.088	36.985	29.6608	33.3711	7.352706
9220	-22.6172	-15.8492	-6.76793	77.61007	2.350336	31.9935	34.5389	38.4753	35.088	36.985	29.6608	33.02083	14.04941
9230	-22.3842	-15.553	-6.83121	188.7846	5.607886	31.9935	34.5389	38.4753	35.088	36.985	29.6608	33.66414	6.002999
9240	-21.3666	-16.1046	-5.26204	98.54016	3.023373	31.9935	34.5389	38.4753	35.088	36.985	29.6608	32.59279	10.78027
9250	-21.3867	-16.0968	-5.28992	121.3901	3.338198	31.9935	34.5389	38.4753	35.088	36.985	29.6608	36.36395	10.89329
9260	-21.1279	-15.8811	-5.2468	129.2024	3.926366	31.9935	34.5389	38.4753	35.088	36.985	29.6608	32.90636	8.380868
9270	-20.3172	-15.2121	-5.10512	128.6353	3.656549	31.9935	34.5389	38.4753	35.088	36.985	29.6608	35.17943	9.62094
9280	-20.4726	-15.1185	-5.35413	106.4739	3.093321	31.9935	34.5389	38.4753	35.088	36.985	29.6608	34.42058	11.12739
9290	-21.3084	-15.7133	-5.59503	169.4235	4.752904	31.9935	34.5389	38.4753	35.088	36.985	29.6608	35.64631	7.499901
9300	-21.7052	-15.321	-6.38419	86.61386	2.539805	31.9935	34.5389	38.4753	35.088	36.985	29.6608	34.10256	13.42723
9310	-21.8355	-15.8138	-6.02169	185.2384	5.202299	31.9935	34.5389	38.4753	35.088	36.985	29.6608	35.60703	6.84448
9320	-21.8478	-15.5823	-6.26551	96.72002	2.704799	31.9935	34.5389	38.4753	35.088	36.985	29.6608	35.75867	13.22046
9330	-22.4415	-16.0858	-6.35567	79.73478	2.441317	31.9935	34.5389	38.4753	35.088	36.985	29.6608	32.66056	13.37825
9340	-20.5189	-15.2444	-5.27441	114.5407	3.251898	31.9935	34.5389	38.4753	35.088	36.985	29.6608	35.22273	10.83144
9350	-20.4395	-15.3284	-5.11107	121.7691	3.631001	31.9935	34.5389	38.4753	35.088	36.985	29.6608	33.53594	9.236004
9360	-21.2238	-16.1014	-5.12237	107.1448	3.285048	31.9935	34.5389	38.4753	35.088	36.985	29.6608	32.6159	9.92859
9370	-21.3486	-16.0958	-5.25287	123.0361	3.384474	31.9935	34.5389	38.4753	35.088	36.985	29.6608	36.3531	10.74114
9380	-20.7308	-15.1543	-5.57647	101.5556	2.936159	31.9935	34.5389	38.4753	35.088	36.985	29.6608	34.58792	11.77999
9390	-20.4589	-15.2433	-5.21563	107.883	3.194865	31.9935	34.5389	38.4753	35.088	36.985	29.6608	33.76763	10.56935
9400	-20.6025	-15.4647	-5.13781	110.2214	3.306495	31.9935	34.5389	38.4753	35.088	36.985	29.6608	33.33481	10.08161
9410	-20.4774	-15.3081	-5.16927	129.1146	3.845334	31.9935	34.5389	38.4753	35.088	36.985	29.6608	33.57694	8.731866
9420	-20.6606	-15.086	-5.57461	157.3785	4.569047	31.9935	34.5389	38.4753	35.088	36.985	29.6608	34.44449	7.538659
9430	-21.8609	-16.5921	-5.26871	126.0334	3.896298	31.9935	34.5389	38.4753	35.088	36.985	29.6608	32.34695	8.30197
9440	-20.19	-15.0864	-5.10359	122.7538	3.595136	31.9935	34.5389	38.4753	35.088	36.985	29.6608	34.1444	9.497387
9450	-21.1237	-16.0193	-5.1044	111.5585	3.411048	31.9935	34.5389	38.4753	35.088	36.985	29.6608	32.70505	9.587977
9460	-21.2344	-16.0428	-5.19151	102.1253	3.127123	31.9935	34.5389	38.4753	35.088	36.985	29.6608	32.6579	10.44343
9470	-20.2772	-15.1058	-5.17145	139.4335	3.998859	31.9935	34.5389	38.4753	35.088	36.985	29.6608	34.86832	8.719567
9480	-21.5896	-16.2049	-5.38471	94.01372	2.893483	31.9935	34.5389	38.4753	35.088	36.985	29.6608	32.49154	11.22922
9490	-20.5609	-15.4042	-5.1567	109.2842	3.268749	31.9935	34.5389	38.4753	35.088	36.985	29.6608	33.43303	10.22808
9500	-20.9415	-15.5401	-5.40138	98.12631	2.949087	31.9935	34.5389	38.4753	35.088	36.985	29.6608	33.27346	11.28263
9510	-21.6378	-16.1995	-5.4383	116.8234	3.201695	31.9935	34.5389	38.4753	35.088	36.985	29.6608	36.48797	11.39645
9520	-20.4572	-15.2521	-5.20507	132.6634	3.938671	31.9935	34.5389	38.4753	35.088	36.985	29.6608	33.68229	8.55169
9530	-20.5357	-15.3817	-5.15405	123.4547	3.477416	31.9935	34.5389	38.4753	35.088	36.985	29.6608	35.50184	10.20926
9540	-20.6346	-15.3658	-5.26878	135.2271	4.035967	31.9935	34.5389	38.4753	35.088	36.985	29.6608	33.5055	8.301728
9550	-27.5517	-19.0151	-8.53661	275.1012	7.514802	31.9935	34.5389	38.4753	35.088	36.985	29.6608	36.60791	4.871441
9560	-20.3374	-15.1949	-5.1425	138.4839	3.943517	31.9935	34.5389	38.4753	35.088	36.985	29.6608	35.11684	8.904954
9570	-21.7341	-15.7055	-6.02851	161.9353	4.867195	31.9935	34.5389	38.4753	35.088	36.985	29.6608	33.27076	6.835715
9580	-22.6838	-16.7824	-5.9014	149.9474	4.62623	31.9935	34.5389	38.4753	35.088	36.985	29.6608	32.41244	7.006231
9590	-21.237	-15.7186	-5.51839	143.5146	4.33109	31.9935	34.5389	38.4753	35.088	36.985	29.6608	33.1359	7.650707
9600	-22.1189	-15.3666	-6.75229	87.81266	2.50221	31.9935	34.5389	38.4753	35.088	36.985	29.6608	35.09405	14.02522
9610	-20.6689	-15.521	-5.14797	124.8227	3.752296	31.9935	34.5389	38.4753	35.088	36.985	29.6608	33.26569	8.865424
9620	-20.7324	-15.6284	-5.10397	134.0915	3.745194	31.9935	34.5389	38.4753	35.088	36.985	29.6608	35.80362	9.559883
9630	-20.3419	-15.168	-5.17391	111.425	3.282556	31.9935	34.5389	38.4753	35.088	36.985	29.6608	33.94458	10.3409
9640	-21.8554	-15.2939	-6.56151	87.87443	2.530538	31.9935	34.5389	38.4753	35.088	36.985	29.6608	34.7256	13.72262
9650	-22.4059	-16.8484	-5.55756	175.7445	4.817719	31.9935	34.5389	38.4753	35.088	36.985	29.6608	36.47877	7.571792
9660	-20.9715	-15.6305	-5.34106	99.06382	2.989824	31.9935	34.5389	38.4753	35.088	36.985	29.6608	33.13366	11.08215
9670	-20.7425	-15.3645	-5.37801	112.2044	3.164126	31.9935	34.5389	38.4753	35.088	36.985	29.6608	35.46143	11.20734
9680	-20.2008	-15.0863	-5.11448	118.9846	3.47996	31.9935	34.5389	38.4753	35.088	36.985	29.6608	34.19138	9.825222
9690	-20.5847	-15.1568	-5.42789	155.1959	4.446033	31.9935	34.5389	38.4753	35.088	36.985	29.6608	34.90659	7.851177
9700	-20.3257	-15.1878	-5.13792	113.7093	3.358251	31.9935	34.5389	38.4753	35.088	36.985	29.6608	33.85967	10.08253
9710	-20.8667	-15.3211	-5.54559	106.771	3.021007	31.9935	34.5389	38.4753	35.088	36.985	29.6608	35.34285	11.69903
9720	-20.714	-15.6104	-5.1036	115.5384	3.486525	31.9935	34.5389	38.4753	35.088	36.985	29.6608	33.13857	9.504754
9730	-21.556	-15.9198	-5.63625	172.8036	4.824413	31.9935	34.5389	38.4753	35.088	36.985	29.6608	35.81857	7.424443
9740	-21.0862	-15.1423	-5.9439	171.0272	4.961569	31.9935	34.5389	38.4753	35.088	36.985	29.6608	34.47039	6.947479
9750	-22.4043	-16.2712	-6.1331	103.3591	2.821922	31.9935	34.5389	38.4753	35.088	36.985	29.6608	36.62721	12.97952
9760	-20.2671	-15.0508	-5.21638	138.7574	4.039843	31.9935	34.5389	38.4753	35.088	36.985	29.6608	34.34723	8.502122
9770	-22.2392	-15.3406	-6.89859	83.02964	2.413992	31.9935	34.5389	38.4753	35.088	36.985	29.6608	34.39516	14.24825
9780	-20.1916	-15.0845	-5.10707	125.0375	3.662927	31.9935	34.5389	38.4753	35.088	36.985	29.6608	34.13595	9.319309
9790	-21.5516	-15.4158	-6.13578	184.0604	5.240263	31.9935	34.5389	38.4753	35.088	36.985	29.6608	35.12427	6.702769
9800	-20.5152	-15.1177	-5.39752	152.8325	4.39132	31.9935	34.5389	38.4753	35.088	36.985	29.6608	34.80331	7.925478
9810	-20.689	-15.0924	-5.59659	157.118	4.577937	31.9935	34.5389	38.4753	35.088	36.985	29.6608	34.32069	7.496979
9820	-20.1659	-15.0573	-5.10854	122.053	3.543848	31.9935	34.5389	38.4753	35.088	36.985	29.6608	34.4408	9.718478
9830	-21.9276	-16.7323	-5.19534	98.28051	3.064615	31.9935	34.5389	38.4753	35.088	36.985	29.6608	32.06944	10.46443
9840	-23.2169	-17.2007	-6.01624	109.448	2.929153	31.9935	34.5389	38.4753	35.088	36.985	29.6608	37.36508	12.75627
9850	-20.2583	-15.1352	-5.12309	123.0616	3.519131	31.9935	34.5389	38.4753	35.088	36.985	29.6608	34.96931	9.936915
9860	-21.2256	-15.9934	-5.23216	100.4464	3.07132	31.9935	34.5389	38.4753	35.088	36.985	29.6608	32.70465	10.6484
9870	-20.8084	-15.4275	-5.38085	140.3618	4.197068	31.9935	34.5389	38.4753	35.088	36.985	29.6608	33.44282	7.968138
9880	-20.9976	-15.7634	-5.23414	152.3328	4.251057	31.9935	34.5389	38.4753	35.088	36.985	29.6608	35.83411	8.429457
9890	-21.2132	-15.4758	-5.7374	104.2941	2.927482	31.9935	34.5389	38.4753	35.088	36.985	29.6608	35.62589	12.16947
9900	-20.8235	-15.5926	-5.23083	130.5629	3.932539	31.9935	34.5389	38.4753	35.088	36.985	29.6608	33.20066	8.442551
9910	-21.0316	-15.351	-5.68063	94.33608	2.799437	31.9935	34.5389	38.4753	35.088	36.985	29.6608	33.69823	12.0375
9920	-20.1881	-15.0809	-5.10714	125.1846	3.665412	31.9935	34.5389	38.4753	35.088	36.985	29.6608	34.15294	9.317628
9930	-20.387	-15.1194	-5.26754	108.5377	3.169667	31.9935	34.5389	38.4753	35.088	36.985	29.6608	34.24263	10.80323
9940	-22.2628	-15.3254	-6.9374	200.3802	5.82101	31.9935	34.5389	38.4753	35.088	36.985	29.6608	34.42361	5.913684
9950	-22.052	-15.3154	-6.73657	86.18586	2.481084	31.9935	34.5389	38.4753	35.088	36.985	29.6608	34.73718	14.00081
9960	-23.1238	-16.1829	-6.94084	74.21727	2.277257	31.9935	34.5389	38.4753	35.088	36.985	29.6608	32.59064	14.31135
9970	-22.4125	-16.1843	-6.22822	101.5338	2.778305	31.9935	34.5389	38.4753	35.088	36.985	29.6608	36.54522	13.15378
9980	-20.3304	-15.111	-5.21935	136.3534	4.007657	31.9935	34.5389	38.4753	35.088	36.985	29.6608	34.02322	8.489555
9990	-20.7271	-15.3737	-5.35336	139.6599	4.167361	31.9935	34.5389	38.4753	35.088	36.985	29.6608	33.51278	8.041727
10000	-21.0957	-15.7309	-5.36479	159.5099	4.462326	31.9935	34.5389	38.4753	35.088	36.985	29.6608	35.74591	8.0106
10010	-23.518	-18.278	-5.23995	133.378	3.533247	31.9935	34.5389	38.4753	35.088	36.985	29.6608	37.74941	10.68406
10020	-22.4489	-17.1736	-5.27535	123.5063	3.862329	31.9935	34.5389	38.4753	35.088	36.985	29.6608	31.97715	8.27924
10030	-20.8903	-15.3326	-5.55767	163.6659	4.649286	31.9935	34.5389	38.4753	35.088	36.985	29.6608	35.20237	7.571564
10040	-21.266	-15.5541	-5.71193	105.5848	2.952651	31.9935	34.5389	38.4753	35.088	36.985	29.6608	35.75931	12.11091
