Iteration	Posterior	Likelihood	Prior	alpha	beta	d[1]	d[2]	d[3]	d[4]	d[5]	d[6]	mean	var
14400	-20.2355	-15.1308	-5.10462	127.385	3.642891	31.9935	34.5389	38.4753	35.088	36.985	29.6608	34.9681	9.598997
14410	-20.4413	-15.1127	-5.32867	107.4528	3.120031	31.9935	34.5389	38.4753	35.088	36.985	29.6608	34.43965	11.03824
14420	-20.2695	-15.1271	-5.14243	129.539	3.813922	31.9935	34.5389	38.4753	35.088	36.985	29.6608	33.96477	8.905471
14430	-20.4425	-15.2782	-5.1643	129.0813	3.838513	31.9935	34.5389	38.4753	35.088	36.985	29.6608	33.62794	8.76067
14440	-21.3653	-15.2678	-6.09754	90.43554	2.64643	31.9935	34.5389	38.4753	35.088	36.985	29.6608	34.17266	12.91274
14450	-20.2067	-15.0739	-5.13281	129.9584	3.803599	31.9935	34.5389	38.4753	35.088	36.985	29.6608	34.16721	8.982864
14460	-20.2035	-15.0686	-5.13487	117.8387	3.423266	31.9935	34.5389	38.4753	35.088	36.985	29.6608	34.42289	10.05557
14470	-20.701	-15.5254	-5.17559	106.8327	3.212605	31.9935	34.5389	38.4753	35.088	36.985	29.6608	33.25424	10.35118
14480	-20.5037	-15.3898	-5.11384	121.6501	3.638009	31.9935	34.5389	38.4753	35.088	36.985	29.6608	33.43864	9.191467
14490	-20.6121	-15.4878	-5.12432	139.8199	3.927759	31.9935	34.5389	38.4753	35.088	36.985	29.6608	35.59788	9.063153
14500	-20.1959	-15.0623	-5.13363	130.5608	3.813908	31.9935	34.5389	38.4753	35.088	36.985	29.6608	34.23282	8.975784
14510	-20.4383	-15.1252	-5.31317	110.0575	3.165735	31.9935	34.5389	38.4753	35.088	36.985	29.6608	34.76524	10.98173
14520	-21.0589	-15.8131	-5.24577	153.4968	4.278634	31.9935	34.5389	38.4753	35.088	36.985	29.6608	35.87519	8.384728
14530	-20.6937	-15.294	-5.39962	100.8779	2.990885	31.9935	34.5389	38.4753	35.088	36.985	29.6608	33.72845	11.27708
14540	-20.6144	-15.4809	-5.13346	126.5193	3.549393	31.9935	34.5389	38.4753	35.088	36.985	29.6608	35.64533	10.04266
14550	-23.5659	-17.6287	-5.9372	77.81318	2.485226	31.9935	34.5389	38.4753	35.088	36.985	29.6608	31.3103	12.59857
14560	-20.3017	-15.1428	-5.15885	139.1803	3.978326	31.9935	34.5389	38.4753	35.088	36.985	29.6608	34.98463	8.793806
14570	-20.1777	-15.045	-5.13277	132.0742	3.834362	31.9935	34.5389	38.4753	35.088	36.985	29.6608	34.44489	8.983213
14580	-21.1162	-15.4636	-5.65262	151.3854	4.524397	31.9935	34.5389	38.4753	35.088	36.985	29.6608	33.45979	7.395415
14590	-21.5163	-16.4002	-5.11611	106.339	3.285879	31.9935	34.5389	38.4753	35.088	36.985	29.6608	32.36243	9.848943
14600	-20.5499	-15.3896	-5.16029	109.1834	3.263276	31.9935	34.5389	38.4753	35.088	36.985	29.6608	33.45821	10.25295
14610	-21.093	-15.2322	-5.86081	93.90902	2.747513	31.9935	34.5389	38.4753	35.088	36.985	29.6608	34.17964	12.44021
14620	-22.3399	-15.365	-6.9749	197.8465	5.799168	31.9935	34.5389	38.4753	35.088	36.985	29.6608	34.11635	5.882973
14630	-21.3357	-15.4583	-5.87742	176.7051	5.009922	31.9935	34.5389	38.4753	35.088	36.985	29.6608	35.27104	7.040237
14640	-21.3593	-15.2638	-6.09554	94.61813	2.707333	31.9935	34.5389	38.4753	35.088	36.985	29.6608	34.94883	12.90895
14650	-22.1449	-15.428	-6.71695	82.08151	2.423936	31.9935	34.5389	38.4753	35.088	36.985	29.6608	33.86291	13.97022
14660	-20.5175	-15.1232	-5.39437	105.7068	3.063908	31.9935	34.5389	38.4753	35.088	36.985	29.6608	34.50065	11.26034
14670	-21.1486	-16.0318	-5.11685	108.3435	3.314962	31.9935	34.5389	38.4753	35.088	36.985	29.6608	32.68319	9.859297
14680	-22.6992	-16.6569	-6.04233	80.27915	2.503666	31.9935	34.5389	38.4753	35.088	36.985	29.6608	32.06464	12.80708
14690	-20.6062	-15.1445	-5.46172	156.3095	4.484371	31.9935	34.5389	38.4753	35.088	36.985	29.6608	34.8565	7.772885
14700	-20.3006	-15.1945	-5.10611	118.3993	3.501766	31.9935	34.5389	38.4753	35.088	36.985	29.6608	33.81131	9.655503
14710	-22.4241	-15.6073	-6.8168	79.21251	2.36816	31.9935	34.5389	38.4753	35.088	36.985	29.6608	33.44897	14.12445
14720	-20.2302	-15.1234	-5.10683	130.9598	3.747389	31.9935	34.5389	38.4753	35.088	36.985	29.6608	34.94694	9.325678
14730	-20.5768	-15.2318	-5.345	111.4778	3.169662	31.9935	34.5389	38.4753	35.088	36.985	29.6608	35.17024	11.09589
14740	-23.7428	-15.479	-8.26375	74.96819	2.159249	31.9935	34.5389	38.4753	35.088	36.985	29.6608	34.71956	16.07946
14750	-20.3934	-15.27	-5.12342	137.1484	3.888037	31.9935	34.5389	38.4753	35.088	36.985	29.6608	35.27446	9.072562
14760	-20.3029	-15.0798	-5.22313	142.4553	4.100152	31.9935	34.5389	38.4753	35.088	36.985	29.6608	34.74391	8.47381
14770	-20.3688	-15.1001	-5.26871	110.5655	3.198419	31.9935	34.5389	38.4753	35.088	36.985	29.6608	34.56881	10.80809
14780	-21.1934	-16.0859	-5.10749	135.6349	3.740602	31.9935	34.5389	38.4753	35.088	36.985	29.6608	36.26018	9.693674
14790	-22.042	-16.3853	-5.65675	176.9534	4.893961	31.9935	34.5389	38.4753	35.088	36.985	29.6608	36.1575	7.388186
14800	-20.3444	-15.2323	-5.11214	116.2515	3.446331	31.9935	34.5389	38.4753	35.088	36.985	29.6608	33.73196	9.787789
14810	-22.8233	-15.9423	-6.88096	185.4367	5.57762	31.9935	34.5389	38.4753	35.088	36.985	29.6608	33.24656	5.960707
14820	-20.244	-15.1367	-5.10736	119.0993	3.505791	31.9935	34.5389	38.4753	35.088	36.985	29.6608	33.97217	9.690301
14830	-21.3525	-15.2766	-6.07593	90.41176	2.650299	31.9935	34.5389	38.4753	35.088	36.985	29.6608	34.11379	12.87168
14840	-20.7019	-15.2326	-5.46934	158.4977	4.520608	31.9935	34.5389	38.4753	35.088	36.985	29.6608	35.06114	7.755846
14850	-20.8092	-15.2103	-5.59897	98.16064	2.87964	31.9935	34.5389	38.4753	35.088	36.985	29.6608	34.08781	11.83752
14860	-20.8397	-15.7358	-5.10385	136.4629	3.79994	31.9935	34.5389	38.4753	35.088	36.985	29.6608	35.91186	9.450639
14870	-20.2474	-15.1402	-5.10724	123.6411	3.643247	31.9935	34.5389	38.4753	35.088	36.985	29.6608	33.93706	9.315057
14880	-20.9759	-15.2259	-5.74998	95.47222	2.797652	31.9935	34.5389	38.4753	35.088	36.985	29.6608	34.12584	12.19803
14890	-21.2931	-15.8705	-5.42259	115.2266	3.186415	31.9935	34.5389	38.4753	35.088	36.985	29.6608	36.16183	11.34875
14900	-20.676	-15.5689	-5.10709	118.2294	3.561899	31.9935	34.5389	38.4753	35.088	36.985	29.6608	33.19279	9.318845
14910	-21.2565	-15.8364	-5.4201	95.33645	2.89936	31.9935	34.5389	38.4753	35.088	36.985	29.6608	32.88189	11.34108
14920	-21.5941	-15.4177	-6.1764	170.2957	5.058686	31.9935	34.5389	38.4753	35.088	36.985	29.6608	33.66401	6.654695
14930	-20.841	-15.1237	-5.71729	160.5652	4.694567	31.9935	34.5389	38.4753	35.088	36.985	29.6608	34.20235	7.285517
14940	-21.0486	-15.2471	-5.80154	99.71096	2.845739	31.9935	34.5389	38.4753	35.088	36.985	29.6608	35.03869	12.31269
14950	-21.0353	-15.6945	-5.34076	98.56793	2.982471	31.9935	34.5389	38.4753	35.088	36.985	29.6608	33.04908	11.0811
14960	-21.4145	-15.9403	-5.47417	114.1976	3.150981	31.9935	34.5389	38.4753	35.088	36.985	29.6608	36.24193	11.50179
14970	-20.2407	-15.0884	-5.15235	137.1508	3.939862	31.9935	34.5389	38.4753	35.088	36.985	29.6608	34.81107	8.835606
14980	-21.8801	-16.6679	-5.21217	97.73588	3.043389	31.9935	34.5389	38.4753	35.088	36.985	29.6608	32.11416	10.55211
14990	-21.4363	-16.0266	-5.4097	136.4605	4.157406	31.9935	34.5389	38.4753	35.088	36.985	29.6608	32.82347	7.89518
15000	-20.4615	-15.2969	-5.16452	109.9867	3.270751	31.9935	34.5389	38.4753	35.088	36.985	29.6608	33.62735	10.28123
15010	-20.1985	-15.0924	-5.10602	124.4053	3.647867	31.9935	34.5389	38.4753	35.088	36.985	29.6608	34.10357	9.348906
15020	-21.4892	-15.6392	-5.84996	88.77337	2.673807	31.9935	34.5389	38.4753	35.088	36.985	29.6608	33.20112	12.41717
15030	-20.4859	-15.2166	-5.26924	114.309	3.251784	31.9935	34.5389	38.4753	35.088	36.985	29.6608	35.15269	10.81028
15040	-20.772	-15.5992	-5.1728	126.3476	3.80823	31.9935	34.5389	38.4753	35.088	36.985	29.6608	33.17751	8.712055
15050	-20.8093	-15.1068	-5.70248	161.1425	4.695099	31.9935	34.5389	38.4753	35.088	36.985	29.6608	34.32144	7.310057
15060	-21.0574	-15.8488	-5.20857	126.9981	3.857186	31.9935	34.5389	38.4753	35.088	36.985	29.6608	32.92507	8.536035
15070	-20.416	-15.2866	-5.12941	113.0626	3.36182	31.9935	34.5389	38.4753	35.088	36.985	29.6608	33.63138	10.00392
15080	-20.9618	-15.4925	-5.46933	110.7909	3.105507	31.9935	34.5389	38.4753	35.088	36.985	29.6608	35.67561	11.48785
15090	-22.5742	-15.7478	-6.82631	77.91569	2.347489	31.9935	34.5389	38.4753	35.088	36.985	29.6608	33.19107	14.13897
15100	-20.6534	-15.1722	-5.48116	101.3575	2.965976	31.9935	34.5389	38.4753	35.088	36.985	29.6608	34.1734	11.52181
15110	-21.431	-16.3219	-5.10909	113.6262	3.500436	31.9935	34.5389	38.4753	35.088	36.985	29.6608	32.46059	9.273299
15120	-20.1572	-15.0534	-5.10376	126.2871	3.653695	31.9935	34.5389	38.4753	35.088	36.985	29.6608	34.56421	9.46007
15130	-21.2453	-15.2022	-6.04306	170.3321	4.998589	31.9935	34.5389	38.4753	35.088	36.985	29.6608	34.07604	6.817133
15140	-21.9085	-15.3303	-6.57816	84.97413	2.485983	31.9935	34.5389	38.4753	35.088	36.985	29.6608	34.1813	13.74961
15150	-21.6913	-16.2563	-5.43502	117.2447	3.208856	31.9935	34.5389	38.4753	35.088	36.985	29.6608	36.53785	11.38657
15160	-21.4642	-16.1917	-5.27247	97.64284	3.003556	31.9935	34.5389	38.4753	35.088	36.985	29.6608	32.50908	10.82353
15170	-20.2727	-15.1628	-5.10993	126.0968	3.596723	31.9935	34.5389	38.4753	35.088	36.985	29.6608	35.05881	9.747432
15180	-21.3474	-15.3342	-6.01326	97.48648	2.765094	31.9935	34.5389	38.4753	35.088	36.985	29.6608	35.25612	12.75043
15190	-23.9297	-17.9702	-5.9595	145.9253	4.59	31.9935	34.5389	38.4753	35.088	36.985	29.6608	31.79201	6.926364
15200	-21.8538	-16.1444	-5.70941	109.8855	3.012914	31.9935	34.5389	38.4753	35.088	36.985	29.6608	36.47151	12.10506
15210	-22.3741	-17.2116	-5.16252	98.13767	3.091549	31.9935	34.5389	38.4753	35.088	36.985	29.6608	31.74385	10.26794
15220	-20.6071	-15.1363	-5.47082	149.2851	4.388192	31.9935	34.5389	38.4753	35.088	36.985	29.6608	34.01973	7.752562
15230	-20.7671	-15.1672	-5.59986	162.1793	4.652983	31.9935	34.5389	38.4753	35.088	36.985	29.6608	34.8549	7.490872
15240	-22.3022	-15.5591	-6.7431	202.8021	5.775455	31.9935	34.5389	38.4753	35.088	36.985	29.6608	35.11448	6.07995
15250	-21.2922	-16.1591	-5.13316	118.4582	3.63203	31.9935	34.5389	38.4753	35.088	36.985	29.6608	32.61488	8.979794
15260	-20.5709	-15.1013	-5.46963	155.2307	4.473963	31.9935	34.5389	38.4753	35.088	36.985	29.6608	34.69646	7.755195
15270	-20.231	-15.1267	-5.10426	127.55	3.648934	31.9935	34.5389	38.4753	35.088	36.985	29.6608	34.95542	9.579625
15280	-20.9835	-15.3957	-5.58779	165.7017	4.696143	31.9935	34.5389	38.4753	35.088	36.985	29.6608	35.28465	7.513539
15290	-20.1945	-15.0813	-5.11318	123.1575	3.544118	31.9935	34.5389	38.4753	35.088	36.985	29.6608	34.74982	9.804926
15300	-22.3743	-15.9637	-6.41058	171.4252	5.17632	31.9935	34.5389	38.4753	35.088	36.985	29.6608	33.1172	6.397827
15310	-20.7261	-15.1989	-5.52725	99.72683	2.925812	31.9935	34.5389	38.4753	35.088	36.985	29.6608	34.08518	11.64982
15320	-20.3486	-15.0585	-5.29017	145.1265	4.199237	31.9935	34.5389	38.4753	35.088	36.985	29.6608	34.56021	8.230116
15330	-21.3276	-16.0252	-5.30234	120.4348	3.317764	31.9935	34.5389	38.4753	35.088	36.985	29.6608	36.29997	10.94109
15340	-21.5592	-15.4999	-6.05927	182.9738	5.188564	31.9935	34.5389	38.4753	35.088	36.985	29.6608	35.26483	6.796646
15350	-20.4847	-15.2353	-5.2494	147.6183	4.199305	31.9935	34.5389	38.4753	35.088	36.985	29.6608	35.15303	8.371154
15360	-21.3657	-15.8525	-5.51319	93.0495	2.830832	31.9935	34.5389	38.4753	35.088	36.985	29.6608	32.87003	11.61144
15370	-21.3188	-15.2141	-6.10471	172.2134	5.05466	31.9935	34.5389	38.4753	35.088	36.985	29.6608	34.07022	6.740358
15380	-24.5088	-17.8667	-6.64212	69.74611	2.243883	31.9935	34.5389	38.4753	35.088	36.985	29.6608	31.08278	13.85223
15390	-20.4387	-15.0756	-5.36312	149.6576	4.321103	31.9935	34.5389	38.4753	35.088	36.985	29.6608	34.63412	8.015109
15400	-20.6169	-15.5118	-5.10506	115.0334	3.458269	31.9935	34.5389	38.4753	35.088	36.985	29.6608	33.26329	9.618479
15410	-22.1831	-17.0587	-5.12446	137.418	3.715881	31.9935	34.5389	38.4753	35.088	36.985	29.6608	36.98127	9.952221
15420	-20.8688	-15.7496	-5.11917	130.7455	3.635957	31.9935	34.5389	38.4753	35.088	36.985	29.6608	35.95903	9.889838
15430	-21.4469	-16.0976	-5.3493	119.1059	3.274114	31.9935	34.5389	38.4753	35.088	36.985	29.6608	36.37804	11.1108
15440	-20.8495	-15.109	-5.74056	163.2892	4.746567	31.9935	34.5389	38.4753	35.088	36.985	29.6608	34.40154	7.247667
15450	-21.4315	-16.1893	-5.24223	126.839	3.88629	31.9935	34.5389	38.4753	35.088	36.985	29.6608	32.63755	8.398126
15460	-21.9198	-16.5362	-5.38364	92.33183	2.86793	31.9935	34.5389	38.4753	35.088	36.985	29.6608	32.19459	11.22573
15470	-21.3427	-15.9099	-5.43279	94.52674	2.882101	31.9935	34.5389	38.4753	35.088	36.985	29.6608	32.79786	11.37984
15480	-21.1215	-16.0176	-5.10396	113.3524	3.465047	31.9935	34.5389	38.4753	35.088	36.985	29.6608	32.7131	9.440883
15490	-20.9836	-15.8798	-5.10377	113.0478	3.442187	31.9935	34.5389	38.4753	35.088	36.985	29.6608	32.84185	9.540984
15500	-20.9609	-15.4154	-5.54551	96.03872	2.86518	31.9935	34.5389	38.4753	35.088	36.985	29.6608	33.51926	11.69883
15510	-21.5425	-15.7597	-5.78277	105.897	2.937619	31.9935	34.5389	38.4753	35.088	36.985	29.6608	36.04859	12.27136
15520	-21.8822	-16.0322	-5.85002	153.1578	4.651113	31.9935	34.5389	38.4753	35.088	36.985	29.6608	32.92928	7.079871
15530	-22.1818	-16.2581	-5.92371	106.5572	2.911424	31.9935	34.5389	38.4753	35.088	36.985	29.6608	36.59968	12.57106
15540	-23.0689	-17.0667	-6.00214	109.1224	2.927976	31.9935	34.5389	38.4753	35.088	36.985	29.6608	37.26889	12.72855
15550	-20.1656	-15.0605	-5.10515	128.0609	3.695115	31.9935	34.5389	38.4753	35.088	36.985	29.6608	34.65683	9.379094
15560	-23.2706	-16.2234	-7.04714	73.23184	2.249826	31.9935	34.5389	38.4753	35.088	36.985	29.6608	32.54999	14.46778
15570	-21.0764	-15.1844	-5.89202	165.2124	4.851425	31.9935	34.5389	38.4753	35.088	36.985	29.6608	34.05441	7.019464
15580	-21.7138	-16.5308	-5.18305	153.6224	4.212421	31.9935	34.5389	38.4753	35.088	36.985	29.6608	36.46891	8.65747
15590	-20.3011	-15.1949	-5.10618	122.2388	3.616872	31.9935	34.5389	38.4753	35.088	36.985	29.6608	33.79684	9.344219
15600	-20.3545	-15.1527	-5.20179	116.5757	3.332217	31.9935	34.5389	38.4753	35.088	36.985	29.6608	34.98444	10.49885
15610	-20.1885	-15.0752	-5.11329	122.8514	3.539392	31.9935	34.5389	38.4753	35.088	36.985	29.6608	34.70974	9.806697
15620	-20.5881	-15.29	-5.29811	103.9339	3.084382	31.9935	34.5389	38.4753	35.088	36.985	29.6608	33.69684	10.92499
15630	-21.9247	-16.7705	-5.15414	117.2747	3.645651	31.9935	34.5389	38.4753	35.088	36.985	29.6608	32.16839	8.823771
15640	-20.185	-15.0777	-5.10728	129.7905	3.732925	31.9935	34.5389	38.4753	35.088	36.985	29.6608	34.76911	9.314174
15650	-20.3908	-15.0667	-5.32413	144.528	4.217562	31.9935	34.5389	38.4753	35.088	36.985	29.6608	34.26813	8.125103
15660	-21.3065	-15.3853	-5.92123	90.36732	2.681684	31.9935	34.5389	38.4753	35.088	36.985	29.6608	33.69797	12.56598
15670	-20.5318	-15.1271	-5.40469	105.0021	3.049245	31.9935	34.5389	38.4753	35.088	36.985	29.6608	34.43545	11.29311
15680	-20.5538	-15.4163	-5.13754	110.7354	3.314589	31.9935	34.5389	38.4753	35.088	36.985	29.6608	33.4085	10.07923
15690	-22.0458	-15.8687	-6.17709	190.5798	5.351811	31.9935	34.5389	38.4753	35.088	36.985	29.6608	35.61034	6.653886
15700	-20.8746	-15.2703	-5.60438	104.5273	2.969845	31.9935	34.5389	38.4753	35.088	36.985	29.6608	35.19623	11.8512
15710	-20.6993	-15.5868	-5.11242	119.4421	3.600568	31.9935	34.5389	38.4753	35.088	36.985	29.6608	33.17313	9.213305
15720	-23.1861	-17.2346	-5.95151	149.1228	4.636405	31.9935	34.5389	38.4753	35.088	36.985	29.6608	32.16345	6.937153
15730	-22.7358	-17.1515	-5.5843	117.5635	3.156407	31.9935	34.5389	38.4753	35.088	36.985	29.6608	37.24601	11.80013
15740	-20.8928	-15.2389	-5.65395	96.59985	2.840378	31.9935	34.5389	38.4753	35.088	36.985	29.6608	34.00951	11.97359
15750	-21.5378	-15.261	-6.27678	91.23552	2.625009	31.9935	34.5389	38.4753	35.088	36.985	29.6608	34.75627	13.24044
15760	-24.4105	-19.28	-5.13058	159.4861	4.208985	31.9935	34.5389	38.4753	35.088	36.985	29.6608	37.89182	9.002602
15770	-20.7434	-15.5903	-5.1531	144.322	4.042688	31.9935	34.5389	38.4753	35.088	36.985	29.6608	35.69952	8.83064
15780	-20.3175	-15.1166	-5.20086	111.2681	3.256234	31.9935	34.5389	38.4753	35.088	36.985	29.6608	34.17079	10.49396
15790	-22.5528	-15.7454	-6.80738	185.4405	5.548508	31.9935	34.5389	38.4753	35.088	36.985	29.6608	33.42169	6.023545
15800	-20.6982	-15.5688	-5.12942	127.8182	3.574463	31.9935	34.5389	38.4753	35.088	36.985	29.6608	35.75872	10.00394
15810	-21.2756	-15.2631	-6.01255	91.39666	2.677483	31.9935	34.5389	38.4753	35.088	36.985	29.6608	34.13529	12.74902
15820	-20.8673	-15.4241	-5.44315	110.8377	3.116612	31.9935	34.5389	38.4753	35.088	36.985	29.6608	35.56353	11.41096
15830	-20.1672	-15.0607	-5.10647	122.0698	3.553634	31.9935	34.5389	38.4753	35.088	36.985	29.6608	34.3507	9.666357
15840	-20.7905	-15.1627	-5.62788	99.87887	2.895904	31.9935	34.5389	38.4753	35.088	36.985	29.6608	34.4897	11.90982
15850	-20.5641	-15.3103	-5.25384	116.4334	3.291765	31.9935	34.5389	38.4753	35.088	36.985	29.6608	35.37111	10.74533
15860	-20.9773	-15.7137	-5.2636	119.9172	3.334219	31.9935	34.5389	38.4753	35.088	36.985	29.6608	35.9656	10.78681
15870	-22.1734	-15.8797	-6.29362	194.171	5.45631	31.9935	34.5389	38.4753	35.088	36.985	29.6608	35.58649	6.52208
15880	-20.6718	-15.5543	-5.11753	111.7418	3.364976	31.9935	34.5389	38.4753	35.088	36.985	29.6608	33.20732	9.868519
15890	-22.4317	-15.5819	-6.84977	205.8709	5.86392	31.9935	34.5389	38.4753	35.088	36.985	29.6608	35.10806	5.987132
15900	-21.6143	-16.1806	-5.4337	92.87662	2.856492	31.9935	34.5389	38.4753	35.088	36.985	29.6608	32.51423	11.38257
15910	-20.9079	-15.4619	-5.44599	111.1544	3.119904	31.9935	34.5389	38.4753	35.088	36.985	29.6608	35.62752	11.41943
15920	-20.2766	-15.0493	-5.22727	140.8041	4.080397	31.9935	34.5389	38.4753	35.088	36.985	29.6608	34.50744	8.456883
15930	-23.4628	-15.4551	-8.00763	75.65683	2.190886	31.9935	34.5389	38.4753	35.088	36.985	29.6608	34.53253	15.76191
15940	-20.6901	-15.5506	-5.1395	142.4589	3.994578	31.9935	34.5389	38.4753	35.088	36.985	29.6608	35.66307	8.927867
15950	-21.3576	-16.0212	-5.3364	119.0985	3.280669	31.9935	34.5389	38.4753	35.088	36.985	29.6608	36.3031	11.06576
15960	-20.4047	-15.074	-5.33073	148.1063	4.27454	31.9935	34.5389	38.4753	35.088	36.985	29.6608	34.64847	8.105777
15970	-20.4094	-15.2899	-5.11946	126.2313	3.571975	31.9935	34.5389	38.4753	35.088	36.985	29.6608	35.33936	9.893507
15980	-21.5754	-15.9854	-5.59001	171.5142	4.779129	31.9935	34.5389	38.4753	35.088	36.985	29.6608	35.88816	7.509351
15990	-22.3616	-15.5717	-6.78988	187.2353	5.568264	31.9935	34.5389	38.4753	35.088	36.985	29.6608	33.62544	6.038765
16000	-21.1208	-15.2656	-5.85524	93.15317	2.737732	31.9935	34.5389	38.4753	35.088	36.985	29.6608	34.02566	12.42841
16010	-20.4166	-15.2112	-5.20545	117.5181	3.342621	31.9935	34.5389	38.4753	35.088	36.985	29.6608	35.15749	10.51794
16020	-20.4003	-15.2345	-5.1658	110.7783	3.281165	31.9935	34.5389	38.4753	35.088	36.985	29.6608	33.76188	10.2896
16030	-20.794	-15.5076	-5.28643	134.6693	4.04213	31.9935	34.5389	38.4753	35.088	36.985	29.6608	33.31642	8.242294
16040	-22.4199	-17.3147	-5.10516	107.5542	3.386464	31.9935	34.5389	38.4753	35.088	36.985	29.6608	31.76005	9.378528
16050	-20.748	-15.1754	-5.57268	99.64668	2.909644	31.9935	34.5389	38.4753	35.088	36.985	29.6608	34.24703	11.77018
16060	-21.1263	-15.2262	-5.90007	93.67569	2.73508	31.9935	34.5389	38.4753	35.088	36.985	29.6608	34.24971	12.52238
16070	-20.8567	-15.2305	-5.62624	153.7895	4.545752	31.9935	34.5389	38.4753	35.088	36.985	29.6608	33.83149	7.44244
16080	-20.4401	-15.1164	-5.32374	109.0695	3.14595	31.9935	34.5389	38.4753	35.088	36.985	29.6608	34.66981	11.02046
16090	-20.7089	-15.2438	-5.46503	107.76	3.064397	31.9935	34.5389	38.4753	35.088	36.985	29.6608	35.16515	11.47539
16100	-20.3999	-15.2834	-5.11655	114.7617	3.412441	31.9935	34.5389	38.4753	35.088	36.985	29.6608	33.63039	9.855228
16110	-20.6862	-15.407	-5.27919	151.7132	4.284068	31.9935	34.5389	38.4753	35.088	36.985	29.6608	35.41335	8.266292
16120	-21.1274	-15.3143	-5.81311	172.4762	4.916736	31.9935	34.5389	38.4753	35.088	36.985	29.6608	35.0794	7.134692
16130	-21.7103	-16.6051	-5.10518	110.8064	3.437404	31.9935	34.5389	38.4753	35.088	36.985	29.6608	32.23548	9.377854
16140	-20.2248	-15.1193	-5.10553	130.3126	3.730281	31.9935	34.5389	38.4753	35.088	36.985	29.6608	34.93372	9.364904
16150	-20.743	-15.3636	-5.37944	141.0622	4.206556	31.9935	34.5389	38.4753	35.088	36.985	29.6608	33.53389	7.971816
16160	-21.5876	-16.1813	-5.40629	164.9564	4.568486	31.9935	34.5389	38.4753	35.088	36.985	29.6608	36.10745	7.903592
16170	-20.7405	-15.6112	-5.12926	141.6995	3.964686	31.9935	34.5389	38.4753	35.088	36.985	29.6608	35.7404	9.014686
16180	-22.7373	-15.5833	-7.15401	77.12984	2.296731	31.9935	34.5389	38.4753	35.088	36.985	29.6608	33.58245	14.62185
16190	-22.5707	-17.2423	-5.3284	125.5452	3.372633	31.9935	34.5389	38.4753	35.088	36.985	29.6608	37.22468	11.03728
16200	-20.4173	-15.162	-5.25531	113.863	3.254275	31.9935	34.5389	38.4753	35.088	36.985	29.6608	34.98875	10.75163
16210	-20.4091	-15.0875	-5.32165	148.2775	4.269982	31.9935	34.5389	38.4753	35.088	36.985	29.6608	34.72555	8.132481
16220	-21.1325	-15.2717	-5.86081	99.07174	2.822028	31.9935	34.5389	38.4753	35.088	36.985	29.6608	35.10658	12.4402
16230	-21.7973	-16.6662	-5.13111	103.1206	3.207959	31.9935	34.5389	38.4753	35.088	36.985	29.6608	32.14524	10.02046
16240	-21.094	-15.9617	-5.1323	106.8902	3.264215	31.9935	34.5389	38.4753	35.088	36.985	29.6608	32.74607	10.03183
16250	-22.4714	-15.6858	-6.78556	91.49161	2.549424	31.9935	34.5389	38.4753	35.088	36.985	29.6608	35.88717	14.07658
16260	-20.2236	-15.1171	-5.10647	119.8431	3.521067	31.9935	34.5389	38.4753	35.088	36.985	29.6608	34.03602	9.666393
16270	-20.386	-15.0574	-5.32861	146.5558	4.250487	31.9935	34.5389	38.4753	35.088	36.985	29.6608	34.47976	8.111955
16280	-24.8386	-15.8227	-9.01587	65.97524	1.972055	31.9935	34.5389	38.4753	35.088	36.985	29.6608	33.45508	16.96458
16290	-21.2685	-15.8103	-5.45819	113.7521	3.151183	31.9935	34.5389	38.4753	35.088	36.985	29.6608	36.0982	11.45544
16300	-20.3496	-15.2262	-5.12334	124.7329	3.542438	31.9935	34.5389	38.4753	35.088	36.985	29.6608	35.21104	9.939774
16310	-20.4607	-15.1151	-5.34562	107.001	3.105064	31.9935	34.5389	38.4753	35.088	36.985	29.6608	34.46016	11.09805
16320	-20.9415	-15.6444	-5.29707	155.1573	4.347785	31.9935	34.5389	38.4753	35.088	36.985	29.6608	35.68651	8.207974
16330	-20.7066	-15.603	-5.10363	134.9421	3.772621	31.9935	34.5389	38.4753	35.088	36.985	29.6608	35.76878	9.481149
16340	-21.8561	-15.4955	-6.36056	84.20571	2.508039	31.9935	34.5389	38.4753	35.088	36.985	29.6608	33.57433	13.38669
16350	-20.713	-15.3268	-5.38626	100.7905	2.995285	31.9935	34.5389	38.4753	35.088	36.985	29.6608	33.64974	11.23424
16360	-22.5468	-16.9773	-5.56944	86.10016	2.705613	31.9935	34.5389	38.4753	35.088	36.985	29.6608	31.82279	11.76177
16370	-20.9014	-15.3277	-5.57369	106.1573	3.002862	31.9935	34.5389	38.4753	35.088	36.985	29.6608	35.35205	11.77279
16380	-21.6184	-16.3266	-5.2918	96.20983	2.970875	31.9935	34.5389	38.4753	35.088	36.985	29.6608	32.38434	10.90061
16390	-20.2164	-15.1074	-5.10906	119.3688	3.502622	31.9935	34.5389	38.4753	35.088	36.985	29.6608	34.07984	9.72981
16400	-20.5483	-15.444	-5.1043	132.067	3.712461	31.9935	34.5389	38.4753	35.088	36.985	29.6608	35.57397	9.582314
16410	-20.6606	-15.4278	-5.23287	149.0859	4.204265	31.9935	34.5389	38.4753	35.088	36.985	29.6608	35.46064	8.434444
